105.037319079348776540,534.446874646772926098,317.038450975006867338,380.000000000000000000,255.000000000000000000,313.479285684059050254,321.593543523568769160,209.554408138101109671,-1.000000000000000000,-1.000000000000000000
105.056590449752889072,534.408766968325835478,316.948398007221555872,380.000000000000000000,184.081205932409432080,268.761904761904759198,321.496797437950363019,209.619054956343120466,-1.000000000000000000,-1.000000000000000000
104.753754632338541342,534.236639211704073205,316.430899908172648338,380.000000000000000000,183.541263910324119024,312.800973544973544449,320.904330848420329403,209.236850223661917880,-1.000000000000000000,-1.000000000000000000
104.648673756264543044,534.134133964817351625,316.238711453744485880,380.000000000000000000,183.281169968998540298,312.644889847350839318,320.763524025425624586,209.363243909959919620,-1.000000000000000000,-1.000000000000000000
104.688057040998273806,534.262039446392918762,316.314177296209948054,380.000000000000000000,183.400027078256130153,312.829836829836835932,321.022449521785347315,209.384081443776040032,-1.000000000000000000,-1.000000000000000000
104.603938837920509286,534.351902122685942231,316.620912338554546750,380.000000000000000000,183.833584736434431761,313.095026078107139256,321.226741095162140027,209.296091104955394258,-1.000000000000000000,-1.000000000000000000
104.745344949605851070,534.567159702304024904,316.981699525374210680,380.000000000000000000,184.115383572048585847,313.479264624899428782,321.520021285087125307,209.340790454884427163,-1.000000000000000000,-1.000000000000000000
104.838721501356189947,534.341630997972515615,316.766015947209211845,310.404661107547553911,183.778776468682963241,313.222603755987961449,321.340995144549879114,209.344546459892512758,-1.000000000000000000,-1.000000000000000000
104.797409148790279687,534.340255501153706064,316.490820857940775568,380.000000000000000000,255.000000000000000000,312.973915989159877427,321.065858962410686672,209.464526723629205662,-1.000000000000000000,-1.000000000000000000
104.747240941498148459,533.913292733355888231,316.275668461503073559,309.785167116018328670,255.000000000000000000,312.724354087251185774,320.864977777777767187,209.459426870879212856,-1.000000000000000000,-1.000000000000000000
104.824328940946770672,534.074243450767880859,316.436245599597668843,310.042492067575665260,183.590583956354805650,312.913102339552381181,321.060106382978688089,209.515888906001350733,-1.000000000000000000,-1.000000000000000000
104.851599677868080107,534.204240987431376197,316.691492290748897176,310.435729005667212732,183.876444011579167181,313.197403150276727501,321.408375566817824165,209.506860931236474244,-1.000000000000000000,-1.000000000000000000
104.939518095795506269,534.590909090909121915,317.176248908497655066,310.854321939518570161,184.155076166146272953,313.633401221995939068,321.726625745040450965,209.582807449592110061,-1.000000000000000000,-1.000000000000000000
105.018177370030571183,534.488514490712077531,316.957498398755603830,310.658899842103039646,255.000000000000000000,313.375375756805965466,321.500555481491346654,209.464063863648050301,-1.000000000000000000,-1.000000000000000000
104.803493875957656201,534.297166083323872954,316.543639867841420710,310.207771066272584903,183.570854964308864510,383.000000000000000000,321.039675143123417911,209.356363356901340467,-1.000000000000000000,-1.000000000000000000
104.638213169206665043,534.023344405036709759,316.166368351002802228,309.782649693540804492,183.246326310102631396,312.545146392102026311,320.718842894538397559,209.204006163328187995,-1.000000000000000000,-1.000000000000000000
104.913128355295270921,534.129519313626360599,316.240093560814557350,310.039543661005325248,183.763662920436559034,312.800059304443607289,320.928672880603642170,209.537192415261870337,-1.000000000000000000,-1.000000000000000000
104.956020891296930131,534.576979554953140905,316.832393526795954131,310.588868940754025516,184.227340367965382484,313.344780802170816969,321.544188727772620950,209.617374141289872114,-1.000000000000000000,-1.000000000000000000
