# FPS: 240.0
Frame,Time(s),DisplacementX(px),DisplacementZ(px)
0,0.0,-0.2142334,-0.43214417
1,0.004166667,-0.069885254,-1.0590363
2,0.008333334,-0.12243652,-1.1120148
3,0.0125,-0.067993164,-1.012085
4,0.016666668,0.37329102,-0.73986816
5,0.020833334,-0.32092285,0.5492096
6,0.025,-0.09698486,0.5635376
7,0.029166667,-0.23956299,1.1674042
8,0.033333335,-0.39611816,1.1031342
9,0.0375,-0.52246094,0.8545532
10,0.041666668,-0.47045898,0.86831665
11,0.045833334,-0.319458,0.3777008
12,0.05,-0.04437256,-0.5556183
13,0.054166667,-0.24029541,-1.0206604
14,0.058333334,-0.17163086,-1.0768433
15,0.0625,-0.101989746,-1.007019
16,0.06666667,0.34747314,-0.73417664
17,0.07083333,0.3546753,-0.27897644
18,0.075,0.04095459,0.50601196
19,0.079166666,-0.06304932,0.96806335
20,0.083333336,0.02557373,1.1767426
21,0.0875,-0.15997314,1.1227722
22,0.09166667,-0.26654053,0.2718506
23,0.09583333,-0.29364014,0.27226257
24,0.1,0.042236328,-1.0220337
25,0.104166664,0.059143066,-1.0197754
26,0.108333334,0.020751953,-1.1509552
27,0.1125,0.045532227,-0.9769745
28,0.11666667,0.44818115,-0.6976929
29,0.12083333,0.2772827,-0.29768372
30,0.125,0.37774658,0.4322052
31,0.12916666,-0.037963867,0.99079895
32,0.13333334,-0.19714355,1.068512
33,0.1375,-0.14147949,1.041687
34,0.14166667,-0.27789307,0.79078674
35,0.14583333,-0.36376953,0.29766846
36,0.15,-0.010559082,-0.50331116
37,0.15416667,0.050720215,-1.1794586
38,0.15833333,-0.010131836,-1.1186218
39,0.1625,-0.026306152,-0.93289185
40,0.16666667,0.27545166,-0.34181213
41,0.17083333,0.34295654,-0.36392212
42,0.175,0.23101807,0.4664917
43,0.17916666,-0.17932129,1.0127411
44,0.18333334,-0.09490967,1.1532135
45,0.1875,-0.23132324,1.0408783
46,0.19166666,-0.20727539,0.6791992
47,0.19583334,-0.27642822,0.17503357
48,0.2,-0.08166504,-0.504303
49,0.20416667,0.02911377,-1.0505829
50,0.20833333,0.20355225,-1.1694031
51,0.2125,0.20324707,-1.0332336
52,0.21666667,0.35028076,-0.62161255
53,0.22083333,0.12713623,0.23342896
54,0.225,0.2999878,0.2997589
55,0.22916667,-0.119018555,0.9314728
56,0.23333333,0.0073242188,1.2263794
57,0.2375,-0.18847656,1.0895996
58,0.24166666,-0.014282227,0.74372864
59,0.24583334,-0.44122314,0.06642151
60,0.25,0.095458984,-0.5080719
61,0.25416666,0.0030517578,-1.0928802
62,0.25833333,0.13134766,-1.178894
63,0.2625,0.13354492,-1.0354767
64,0.26666668,0.23822021,-0.65927124
65,0.27083334,-0.10986328,-0.30693054
66,0.275,-0.1026001,0.9751129
67,0.27916667,-0.16925049,0.9413452
68,0.28333333,-0.13513184,1.0417633
69,0.2875,-0.15319824,1.0829926
70,0.29166666,-0.63897705,0.08140564
71,0.29583332,-0.5515747,0.04737854
72,0.3,-0.21899414,-0.46421814
73,0.30416667,-0.026611328,-1.0251312
74,0.30833334,0.088378906,-1.2106628
75,0.3125,0.117614746,-1.0483093
76,0.31666666,0.16607666,-0.6862793
77,0.32083333,0.31811523,-0.2816162
78,0.325,0.21661377,0.38990784
79,0.32916668,0.12756348,0.9404907
80,0.33333334,-0.16064453,1.141571
81,0.3375,-0.0071411133,1.0885925
82,0.34166667,-0.19897461,-0.05860901
83,0.34583333,-0.18078613,-0.057907104
84,0.35,-0.029785156,-1.1235657
85,0.35416666,-0.029785156,-1.1235657
86,0.35833332,0.15820312,-1.2197723
87,0.3625,0.26672363,-1.1013794
88,0.36666667,0.26470947,-0.66659546
89,0.37083334,0.23834229,-0.1915741
90,0.375,0.47357178,0.4614563
91,0.37916666,0.22845459,0.9546509
92,0.38333333,0.16265869,1.1399536
93,0.3875,-0.04699707,1.0421753
94,0.39166668,-0.054504395,0.68014526
95,0.39583334,-0.23834229,0.11488342
96,0.4,0.16467285,-0.49279785
97,0.40416667,0.07965088,-1.2368011
98,0.40833333,0.056518555,-1.2332916
99,0.4125,0.4541626,-0.5923767
100,0.41666666,0.45721436,-0.5767517
101,0.42083332,-0.02532959,-0.1506195
102,0.425,0.074035645,0.46173096
103,0.42916667,-0.06781006,0.98765564
104,0.43333334,0.3095703,1.2097778
105,0.4375,-0.05987549,1.1117249
106,0.44166666,-0.3955078,0.72566223
107,0.44583333,-0.35162354,-0.017120361
108,0.45,-0.08325195,-0.48605347
109,0.45416668,0.0925293,-1.067749
110,0.45833334,0.16986084,-1.1355896
111,0.4625,0.19146729,-1.0636749
112,0.46666667,0.4586792,-0.043533325
113,0.47083333,0.42700195,-0.029220581
114,0.475,0.14233398,0.4537964
115,0.47916666,0.12762451,1.272232
116,0.48333332,0.086364746,1.2457428
117,0.4875,0.034484863,1.2265015
118,0.49166667,-0.38824463,0.6970825
119,0.49583334,-0.32366943,-0.054595947
120,0.5,0.02508545,-1.0528107
121,0.50416666,-0.0020141602,-1.0497131
122,0.5083333,0.073913574,-1.2038422
123,0.5125,0.29882812,-1.1349792
124,0.51666665,0.23284912,-0.5912781
125,0.5208333,0.107543945,-0.041885376
126,0.525,0.20507812,0.45588684
127,0.52916664,0.17980957,0.91026306
128,0.53333336,0.17077637,1.2692108
129,0.5375,-0.12384033,0.685379
130,0.5416667,-0.12756348,0.6785431
131,0.54583335,-0.16314697,-0.05833435
132,0.55,0.36676025,-0.55459595
133,0.5541667,0.18444824,-0.9797516
134,0.55833334,0.50305176,-1.0596313
135,0.5625,0.3395996,-0.9866028
136,0.56666666,0.48718262,-0.6022186
137,0.5708333,0.0770874,-0.1338501
138,0.575,0.10296631,0.54748535
139,0.57916665,0.19921875,0.9116821
140,0.5833333,0.19445801,1.1539001
141,0.5875,-0.17108154,1.1843872
142,0.59166664,-0.27770996,0.805603
143,0.59583336,0.23022461,-0.5788269
144,0.6,0.21881104,-0.6029663
145,0.6041667,-0.14697266,-0.9697418
146,0.60833335,-0.0060424805,-1.0825043
147,0.6125,0.053344727,-1.0979767
148,0.6166667,0.43041992,-0.6371155
149,0.62083334,-0.034851074,-0.046722412
150,0.625,0.09020996,0.5799103
151,0.62916666,-0.08001709,0.961853
152,0.6333333,-0.13110352,1.0912323
153,0.6375,-0.11193848,1.1358795
154,0.64166665,-0.24456787,0.73776245
155,0.6458333,-0.29260254,-0.05114746
156,0.65,-0.03277588,-0.64653015
157,0.65416664,0.0126953125,-1.0552216
158,0.65833336,0.20471191,-1.0834503
159,0.6625,0.103027344,-1.0601349
160,0.6666667,-0.10168457,-0.060791016
161,0.67083335,-0.10925293,-0.05760193
162,0.675,0.21887207,0.57655334
163,0.6791667,0.044555664,1.0096741
164,0.68333334,0.06542969,1.2056732
165,0.6875,-0.13195801,1.2630463
166,0.69166666,-0.08215332,-0.16438293
167,0.6958333,-0.016784668,-0.18739319
168,0.7,-0.23980713,-0.64990234
169,0.70416665,-0.023620605,-1.0231171
170,0.7083333,0.10638428,-1.0325775
171,0.7125,0.1385498,-1.0286865
172,0.71666664,-0.017028809,-0.57362366
173,0.72083336,-0.118774414,-0.10195923
174,0.725,-0.015014648,0.939621
175,0.7291667,-0.024841309,0.9447632
176,0.73333335,-0.1506958,1.0370178
177,0.7375,-0.44787598,0.70835876
178,0.7416667,-0.5227051,0.7059784
179,0.74583334,-0.3218994,-0.06645203
180,0.75,0.20935059,-0.6735687
181,0.75416666,0.041137695,-1.0780487
182,0.7583333,0.30078125,-1.056427
183,0.7625,0.16027832,-1.038559
184,0.76666665,0.38336182,-0.57250977
185,0.7708333,0.056152344,0.013137817
186,0.775,-0.15545654,0.6715393
187,0.77916664,-0.1739502,0.987381
188,0.78333336,0.042114258,1.0693054
189,0.7875,-0.24810791,1.1072388
190,0.7916667,-0.15887451,1.0947418
191,0.79583335,-0.16156006,-0.12284851
192,0.8,-0.18756104,-0.109680176
193,0.8041667,-0.22631836,-1.0642395
194,0.80833334,-0.08404541,-1.0829163
195,0.8125,0.1673584,-1.0334167
196,0.81666666,0.18719482,-0.6231537
197,0.8208333,-0.06347656,-0.12782288
198,0.825,-0.0036621094,0.6669769
199,0.82916665,-0.2053833,1.0150757
200,0.8333333,-0.10455322,1.07518
201,0.8375,-0.055541992,1.1417847
202,0.84166664,-0.54089355,0.62890625
203,0.84583336,-0.32928467,-0.14683533
204,0.85,0.049072266,-0.7247772
205,0.8541667,0.0635376,-1.115036
206,0.85833335,0.0703125,-1.0922394
207,0.8625,0.34222412,-0.9165344
208,0.8666667,0.14215088,-0.6057739
209,0.87083334,-0.23168945,0.0010223389
210,0.875,0.12866211,0.6459656
211,0.87916666,0.18145752,1.0391083
212,0.8833333,0.07940674,1.0644226
213,0.8875,-0.025817871,1.0835419
214,0.89166665,-0.07989502,0.71847534
215,0.8958333,-0.0064086914,-0.040512085
216,0.9,0.26281738,-0.752121
217,0.90416664,0.3076172,-1.0839844
218,0.90833336,0.2845459,-1.1078949
219,0.9125,0.5026245,-0.5795746
220,0.9166667,0.40393066,-0.5503235
221,0.92083335,0.06713867,-0.040252686
222,0.925,0.15405273,1.0427704
223,0.9291667,0.18048096,1.0381165
224,0.93333334,-8.544922E-4,1.096344
225,0.9375,-0.034362793,0.7233429
226,0.94166666,0.08892822,0.7353363
227,0.9458333,0.03277588,0.02128601
228,0.95,-0.005432129,-0.71147156
229,0.95416665,-0.008178711,-1.17836
230,0.9583333,0.18908691,-1.0986023
231,0.9625,0.27978516,-0.9847107
232,0.96666664,0.3043213,-0.5792084
233,0.97083336,0.03729248,-0.04447937
234,0.975,-0.33374023,0.66981506
235,0.9791667,-0.04864502,1.0080109
236,0.98333335,-0.08508301,1.0272675
237,0.9875,-0.3710327,0.61291504
238,0.9916667,-0.20343018,0.6056061
239,0.99583334,-0.17871094,-0.847641
240,1.0,-0.18811035,-0.88179016
241,1.0041667,0.0647583,-1.170166
242,1.0083333,0.16241455,-1.1319122
243,1.0125,-0.10083008,-0.99627686
244,1.0166667,0.23205566,-0.60658264
245,1.0208334,0.036499023,-0.06333923
246,1.025,-0.24603271,0.7029114
247,1.0291667,-0.06677246,0.9910736
248,1.0333333,-0.061950684,1.1183167
249,1.0375,-0.4093628,1.0590515
250,1.0416666,-0.32263184,0.60876465
251,1.0458333,-0.5767822,-0.15940857
252,1.05,-0.33306885,-1.0905609
253,1.0541667,-0.24798584,-1.0877075
254,1.0583333,-0.27270508,-0.901062
255,1.0625,-0.12799072,-0.87283325
256,1.0666667,0.11505127,-0.49209595
257,1.0708333,-0.32177734,-0.06329346
258,1.075,0.0647583,0.7190857
259,1.0791667,-0.078186035,1.1052856
260,1.0833334,-0.0680542,1.0944672
261,1.0875,-0.14361572,1.0818634
262,1.0916667,-0.42718506,0.6455078
263,1.0958333,0.13031006,-0.11000061
264,1.1,-0.09539795,-0.68644714
265,1.1041666,-0.09094238,-1.1166534
266,1.1083333,0.033203125,-1.0926819
267,1.1125,-0.035888672,-0.9020996
268,1.1166667,-0.044921875,-0.9010315
269,1.1208333,-0.070007324,-0.041397095
270,1.125,-0.015686035,0.6637268
271,1.1291667,0.05230713,1.0623016
272,1.1333333,-0.079589844,1.0753326
273,1.1375,-0.22149658,1.0259094
274,1.1416667,-0.3043213,0.628952
275,1.1458334,-0.37127686,0.017349243
276,1.15,0.15148926,-0.63793945
277,1.1541667,0.021911621,-1.057251
278,1.1583333,0.11206055,-1.04422
279,1.1625,-0.03326416,-0.8853607
280,1.1666666,0.4779663,-0.5623474
281,1.1708333,0.2998047,-0.52137756
282,1.175,0.16821289,0.8509979
283,1.1791667,-0.108947754,1.1333466
284,1.1833333,-0.09527588,1.1281586
285,1.1875,-0.013549805,1.1272583
286,1.1916667,-0.19158936,0.6850128
287,1.1958333,-0.64971924,-0.0115356445
288,1.2,0.14129639,-0.6408539
289,1.2041667,0.04840088,-1.0910797
290,1.2083334,0.109680176,-1.0216522
291,1.2125,0.05444336,-0.9037323
292,1.2166667,0.3237915,-0.48667908
293,1.2208333,-0.052368164,-0.033065796
294,1.225,-0.07684326,0.72509766
295,1.2291666,0.026611328,1.2012787
296,1.2333333,-0.030944824,1.202774
297,1.2375,-0.043945312,1.2354431
298,1.2416667,-0.3060913,0.7523804
299,1.2458333,-0.1829834,-0.1028595
300,1.25,0.18908691,-0.6629944
301,1.2541667,0.26971436,-1.0867157
302,1.2583333,0.27056885,-1.0484009
303,1.2625,0.1675415,-0.8526459
304,1.2666667,0.5432129,-0.5114136
305,1.2708334,-0.11993408,-0.0443573
306,1.275,0.07562256,0.7752228
307,1.2791667,-0.31903076,1.0640717
308,1.2833333,-0.24334717,1.0904541
309,1.2875,-0.26879883,1.081955
310,1.2916666,-0.2286377,0.65437317
311,1.2958333,-0.12896729,-0.7364197
312,1.3,-0.18078613,-0.7739563
313,1.3041667,0.11431885,-1.0230865
314,1.3083333,0.018249512,-1.0025177
315,1.3125,0.2557373,-0.9255371
316,1.3166667,0.5145874,-0.51319885
317,1.3208333,-0.13183594,-0.030029297
318,1.325,-0.08502197,0.68966675
319,1.3291667,0.09020996,1.0783386
320,1.3333334,-0.08270264,1.024353
321,1.3375,-0.09375,0.9665375
322,1.3416667,-0.19519043,0.62190247
323,1.3458333,-0.46331787,-0.10290527
324,1.35,0.14282227,-0.6612091
325,1.3541666,0.03729248,-1.1448212
326,1.3583333,-0.007873535,-0.93748474
327,1.3625,0.012451172,-0.9327698
328,1.3666667,-0.18334961,0.0046539307
329,1.3708333,-0.19299316,0.015319824
330,1.375,-0.2263794,0.72787476
331,1.3791667,-0.14892578,1.0275879
332,1.3833333,-0.1984253,1.1445312
333,1.3875,-0.3671875,1.0730743
334,1.3916667,-0.15045166,0.54634094
335,1.3958334,-0.14337158,-0.0814209
336,1.4,-0.01574707,-0.72424316
337,1.4041667,0.15063477,-1.1197357
338,1.4083333,0.07873535,-1.1765747
339,1.4125,-0.02508545,-0.8421936
340,1.4166666,0.22924805,-0.503479
341,1.4208333,0.12176514,0.05455017
342,1.425,-0.02911377,0.014038086
343,1.4291667,-0.06109619,1.1272583
344,1.4333333,-0.10827637,1.1284943
345,1.4375,-0.47253418,0.94641113
346,1.4416667,-0.18243408,0.6282654
347,1.4458333,-0.43969727,-0.12542725
348,1.45,-0.05407715,-0.7803345
349,1.4541667,-0.12310791,-1.1403961
350,1.4583334,0.03845215,-1.1622314
351,1.4625,0.19616699,-0.82670593
352,1.4666667,0.4185791,-0.45783997
353,1.4708333,0.12438965,0.02067566
354,1.475,-0.07366943,0.717926
355,1.4791666,-0.04260254,1.1174774
356,1.4833333,-0.047424316,1.1419067
357,1.4875,-0.1104126,0.93429565
358,1.4916667,-0.21490479,0.52046204
359,1.4958333,-0.23101807,0.51182556
360,1.5,-0.28149414,0.50686646
361,1.5041667,0.15924072,-1.1637573
362,1.5083333,0.03387451,-1.141159
363,1.5125,0.12390137,-0.83932495
364,1.5166667,0.25976562,-0.4217682
365,1.5208334,0.012023926,-0.045806885
