# FPS: 240.0
Frame,Time(s),DisplacementX(px),DisplacementZ(px)
0,0.0,0.17178345,3.88768
1,0.004166667,0.2406311,3.134018
2,0.008333334,0.1734314,1.3787994
3,0.0125,0.3190918,-0.36254883
4,0.016666668,0.247406,-1.8943481
5,0.020833334,-0.043884277,-3.028534
6,0.025,0.1394043,-3.0173035
7,0.029166667,-0.11752319,-2.0577545
8,0.033333335,0.007293701,-2.054245
9,0.0375,-0.32629395,-0.38294983
10,0.041666668,-0.13278198,1.688385
11,0.045833334,0.07595825,3.5437775
12,0.05,0.4562683,3.8766327
13,0.054166667,-0.0035705566,3.1168976
14,0.058333334,0.150177,1.4646606
15,0.0625,0.21777344,-0.3773651
16,0.06666667,0.27734375,-1.934372
17,0.07083333,0.08670044,-2.7090607
18,0.075,0.07333374,-2.9519806
19,0.079166666,1.8310547E-4,-2.8676605
20,0.083333336,0.0051879883,-0.3108368
21,0.0875,0.0051879883,-0.3108368
22,0.09166667,-0.10626221,1.695282
23,0.09583333,-0.06585693,3.4448395
24,0.1,0.41412354,3.8434906
25,0.104166664,-0.07614136,2.9952545
26,0.108333334,0.07595825,1.3272247
27,0.1125,0.06375122,-0.47050476
28,0.11666667,0.032470703,-2.0017242
29,0.12083333,0.16915894,-2.7684326
30,0.125,0.3170166,-2.9132233
31,0.12916666,-0.09176636,-2.8228912
32,0.13333334,0.024963379,-2.0492249
33,0.1375,-0.0796814,-0.42007446
34,0.14166667,-0.11495972,3.4001923
35,0.14583333,0.0927124,3.4361572
36,0.15,0.26223755,3.7471313
37,0.15416667,0.029632568,1.25914
38,0.15833333,0.18890381,1.161972
39,0.1625,0.15698242,-0.61195374
40,0.16666667,0.26412964,-2.102417
41,0.17083333,0.11242676,-2.8046112
42,0.175,-0.041809082,-2.8864746
43,0.17916666,-0.11428833,-2.7971954
44,0.18333334,0.03164673,-1.9466095
45,0.1875,-0.14807129,-0.20466614
46,0.19166666,0.061462402,1.9080048
47,0.19583334,0.053009033,3.5499573
48,0.2,-0.014831543,3.8438568
49,0.20416667,-0.004486084,1.1491699
50,0.20833333,-0.0942688,1.1132202
51,0.2125,0.08190918,-2.1321259
52,0.21666667,0.083221436,-2.156311
53,0.22083333,-0.043121338,-2.9981995
54,0.225,-0.11843872,-2.9178467
55,0.22916667,-0.16098022,-2.7349854
56,0.23333333,-0.14071655,-1.8675995
57,0.2375,0.25152588,-0.09410095
58,0.24166666,0.2642517,1.9721069
59,0.24583334,0.24783325,3.5784454
60,0.25,0.1614685,3.8898468
61,0.25416666,-0.33007812,2.881134
62,0.25833333,0.19110107,1.0359192
63,0.2625,0.10845947,-0.7467041
64,0.26666668,-0.0032348633,-2.1672516
65,0.27083334,0.2291565,-2.8305054
66,0.275,-0.20620728,-2.7103577
67,0.27916667,-0.26361084,-2.718567
68,0.28333333,-0.25454712,-1.9178619
69,0.2875,-0.24032593,-0.07168579
70,0.29166666,-0.14553833,2.0379791
71,0.29583332,-0.006011963,3.703247
72,0.3,-0.13931274,3.7887268
73,0.30416667,0.08743286,2.687973
74,0.30833334,-0.031433105,0.9937897
75,0.3125,-0.14865112,-0.84858704
76,0.31666666,0.20736694,-2.1485596
77,0.32083333,-0.15209961,-2.8904266
78,0.325,-0.12548828,-2.9606018
79,0.32916668,-0.06637573,-2.6440277
80,0.33333334,0.0027160645,-0.005264282
81,0.3375,0.0027160645,-0.005264282
82,0.34166667,0.01461792,3.699417
83,0.34583333,0.03817749,3.729782
84,0.35,-0.14562988,3.8000336
85,0.35416666,-0.1491394,2.6983643
86,0.35833332,-0.24459839,0.8366852
87,0.3625,-0.26992798,-0.9464874
88,0.36666667,0.11105347,-2.2763672
89,0.37083334,-0.02407837,-2.9347382
90,0.375,-0.2001648,-2.9960175
91,0.37916666,-0.15341187,-2.6057892
92,0.38333333,-0.3609619,-1.7249146
93,0.3875,-0.033996582,0.09698486
94,0.39166668,-0.31292725,2.1678772
95,0.39583334,-0.2616577,3.7859955
96,0.4,-0.36239624,3.7725067
97,0.40416667,-0.070739746,0.84251404
98,0.40833333,0.036468506,0.8364105
99,0.4125,-0.029144287,-0.793808
100,0.41666666,0.19091797,-2.2564697
101,0.42083332,0.19326782,-2.9425964
102,0.425,0.017242432,-2.9566498
103,0.42916667,0.037200928,-2.5695343
104,0.43333334,-0.5496521,-1.5537872
105,0.4375,-0.3183899,0.08300781
106,0.44166666,-0.071624756,2.2290955
107,0.44583333,0.025390625,3.84404
108,0.45,-0.105651855,3.8053284
109,0.45416668,0.2975464,2.512848
110,0.45833334,0.20562744,0.67414856
111,0.4625,0.15209961,-0.93844604
112,0.46666667,0.37197876,-2.9858856
113,0.47083333,0.29592896,-3.0090637
114,0.475,0.041503906,-3.0104523
115,0.47916666,-0.31723022,-1.539154
116,0.48333332,-0.254364,-1.5718384
117,0.4875,-0.24490356,0.35462952
118,0.49166667,-0.31088257,2.33667
119,0.49583334,0.04537964,3.859253
120,0.5,0.1279602,3.8038025
121,0.50416666,-0.09555054,2.4666748
122,0.5083333,0.102874756,0.526062
