# FPS: 240.0
Frame,Time(s),DisplacementX(px),DisplacementZ(px)
154,0.64166665,0.14990234,1.7350311
155,0.6458333,0.1404419,0.0728302
156,0.65,0.23687744,-2.1666412
157,0.65416664,0.30230713,-2.1610565
158,0.65833336,0.2734375,-2.2876282
159,0.6625,0.08123779,-2.3552704
160,0.6666667,-0.005065918,-2.0047607
161,0.67083335,-0.064941406,-0.84942627
162,0.675,-0.020996094,0.9255676
163,0.6791667,-0.08947754,2.464325
164,0.68333334,-0.09088135,3.0805054
165,0.6875,0.0060424805,2.8743896
166,0.69166666,0.06506348,1.7292175
167,0.6958333,-0.090270996,0.11993408
168,0.7,0.43988037,-1.3024445
169,0.70416665,0.3128662,-2.462494
170,0.7083333,0.26135254,-2.4515533
171,0.7125,0.06604004,-1.944519
172,0.71666664,0.006958008,-1.9193573
173,0.72083336,0.15545654,-0.8414612
174,0.725,0.08258057,0.8610382
175,0.7291667,-0.1081543,2.3967133
176,0.73333335,0.28295898,3.0767212
177,0.7375,0.1843872,2.6948547
178,0.7416667,0.1194458,1.5303497
179,0.74583334,0.44415283,-0.008529663
180,0.75,0.2750244,-1.3726654
181,0.75416666,0.25054932,-2.2576447
182,0.7583333,0.17791748,-2.3480835
183,0.7625,0.1508789,-2.2902985
184,0.76666665,0.053955078,-0.6572876
185,0.7708333,0.053955078,-0.6572876
186,0.775,-0.1296997,-0.6545105
187,0.77916664,-0.123046875,2.6046753
188,0.78333336,-0.23016357,3.1595917
189,0.7875,0.07873535,2.732132
190,0.7916667,0.14337158,1.5170288
191,0.79583335,0.13653564,0.05984497
192,0.8,0.2545166,-0.0015106201
193,0.8041667,0.1671753,-2.0605316
194,0.80833334,-0.036621094,-2.3181
195,0.8125,-0.15454102,-2.3619385
196,0.81666666,-0.31915283,-1.7666626
197,0.8208333,-0.047607422,-0.63342285
198,0.825,-0.03363037,1.020752
199,0.82916665,-0.23602295,2.396881
200,0.8333333,-0.1459961,2.5882416
201,0.8375,-0.0869751,2.6449127
202,0.84166664,-0.1026001,1.577713
203,0.84583336,0.3106079,-0.0345459
204,0.85,0.43078613,-1.2682953
205,0.8541667,0.14892578,-2.253708
206,0.85833335,0.073791504,-2.3617249
207,0.8625,0.079833984,-2.3703156
208,0.8666667,-0.45263672,-1.7671967
209,0.87083334,0.19281006,-0.6308594
210,0.875,-0.026306152,1.0502777
211,0.87916666,-0.12860107,2.5077667
212,0.8833333,-0.014953613,3.1671906
213,0.8875,0.14642334,2.4941254
214,0.89166665,0.23291016,1.3619843
215,0.8958333,0.18389893,-0.22558594
216,0.9,0.19451904,-2.3008728
217,0.90416664,0.23199463,-2.2815857
218,0.90833336,0.30810547,-2.3159637
219,0.9125,0.30187988,-2.335434
220,0.9166667,0.035583496,-1.7490997
221,0.92083335,-0.078552246,-0.53118896
222,0.925,-0.13720703,1.1643829
223,0.9291667,-0.0993042,2.587616
224,0.93333334,-0.23760986,3.1626892
225,0.9375,0.047607422,2.588562
226,0.94166666,0.08807373,1.2284851
227,0.9458333,0.3701172,-0.28704834
228,0.95,0.19830322,-1.5001373
229,0.95416665,0.29693604,-2.3100586
230,0.9583333,0.21673584,-2.296585
231,0.9625,0.11773682,-2.292633
232,0.96666664,0.018188477,-1.5859528
233,0.97083336,-0.040283203,1.2052917
234,0.975,0.037963867,1.2065277
235,0.9791667,-0.10809326,2.6766205
236,0.98333335,-0.15435791,3.1929626
237,0.9875,0.1251831,2.5576324
238,0.9916667,0.0038452148,1.111908
239,0.99583334,0.07965088,-0.41189575
240,1.0,-0.20666504,-1.4850311
241,1.0041667,0.10913086,-2.305313
242,1.0083333,0.018859863,-2.4454346
243,1.0125,0.01977539,-2.3173828
244,1.0166667,0.23693848,-1.5720215
245,1.0208334,0.14501953,1.3661957
246,1.025,0.15820312,1.3611298
247,1.0291667,0.03845215,3.3301086
248,1.0333333,0.07116699,3.3017426
249,1.0375,-0.10357666,2.359726
250,1.0416666,0.2658081,0.9648895
251,1.0458333,0.29803467,-0.43910217
252,1.05,0.26763916,-1.624527
253,1.0541667,0.3324585,-2.4118958
254,1.0583333,0.38598633,-2.434311
255,1.0625,0.10443115,-2.2989502
256,1.0666667,0.11566162,-1.6072388
257,1.0708333,-0.12408447,-0.30249023
258,1.075,-0.28515625,1.4076843
259,1.0791667,-0.11456299,2.790512
260,1.0833334,-0.18322754,2.8010712
261,1.0875,0.27746582,1.0105591
262,1.0916667,0.32989502,0.9972687
263,1.0958333,0.3887329,-0.48794556
264,1.1,0.34509277,-0.45411682
265,1.1041666,0.21087646,-2.4273682
266,1.1083333,0.2647705,-2.478424
267,1.1125,0.11480713,-2.3380432
268,1.1166667,0.08905029,-1.4937439
269,1.1208333,-0.04095459,-0.1990509
270,1.125,0.061279297,1.5187225
271,1.1291667,0.032165527,2.9853058
272,1.1333333,-0.017578125,3.2563324
273,1.1375,-0.2220459,2.2868652
274,1.1416667,0.15576172,0.8851166
275,1.1458334,0.22796631,-0.57476807
276,1.15,0.3411255,-0.58995056
277,1.1541667,0.3955078,-2.5251465
