# FPS: 240.0
Frame,Time(s),DisplacementX(px),DisplacementZ(px)
374,1.5583333,0.46325684,-2.6487427
375,1.5625,0.44970703,-2.627365
376,1.5666667,0.4831848,-2.2921906
377,1.5708333,0.38043213,-1.0408478
378,1.575,0.37576294,-1.0148468
379,1.5791667,-0.20169067,2.576706
380,1.5833334,-0.2546997,2.5926514
381,1.5875,0.1749878,3.470749
382,1.5916667,0.28848267,3.4696198
383,1.5958333,0.09375,0.45246887
384,1.6,0.37869263,-1.1847382
385,1.6041666,0.34246826,-2.3418121
386,1.6083333,0.43518066,-2.6517944
387,1.6125,0.20870972,-2.6437225
388,1.6166667,0.37789917,-2.14563
389,1.6208333,-0.1251831,-1.0304413
390,1.625,-0.075164795,0.62675476
391,1.6291667,-0.19876099,2.6199799
392,1.6333333,-0.29623413,3.63385
393,1.6375,-0.2401123,3.472046
394,1.6416667,-0.07608032,2.1013489
395,1.6458334,-0.25631714,0.28862
396,1.65,-0.2944641,0.2919922
397,1.6541667,0.09951782,-2.4092407
398,1.6583333,-0.029052734,-2.7725983
399,1.6625,0.025665283,-2.6860046
400,1.6666666,-0.052734375,-2.357895
401,1.6708333,-0.43154907,-1.2137146
402,1.675,-0.40881348,0.6356354
403,1.6791667,-0.5413208,2.5912018
404,1.6833333,0.0073547363,3.6308289
405,1.6875,0.060058594,3.4582825
406,1.6916667,-0.28079224,2.019333
407,1.6958333,-0.14102173,0.3007965
408,1.7,0.31344604,-2.4313202
409,1.7041667,0.31344604,-2.4313202
410,1.7083334,0.30361938,-2.6244507
411,1.7125,0.19955444,-2.6594238
412,1.7166667,0.05331421,-2.2155914
413,1.7208333,-0.37957764,-0.9932251
414,1.725,-0.6603699,0.7784424
415,1.7291666,-0.60635376,2.634079
416,1.7333333,0.057128906,3.6510773
417,1.7375,-0.26901245,2.0506592
418,1.7416667,-0.24481201,2.063858
419,1.7458333,-0.2552185,0.1639862
420,1.75,-0.18667603,-1.3474579
421,1.7541667,0.32861328,-2.4360962
422,1.7583333,0.21133423,-2.7052307
423,1.7625,0.16452026,-2.6082
424,1.7666667,0.058654785,-2.1708374
425,1.7708334,-0.27972412,0.7590332
426,1.775,-0.25878906,0.85040283
427,1.7791667,-0.20184326,2.742859
428,1.7833333,-0.06890869,3.3645935
429,1.7875,-0.025909424,3.3844452
430,1.7916666,-0.2952881,1.9656982
431,1.7958333,-0.25924683,0.27912903
432,1.8,-0.124816895,-1.3424683
433,1.8041667,0.24899292,-2.3682404
434,1.8083333,0.3179016,-2.7259064
435,1.8125,0.25424194,-2.544693
436,1.8166667,0.13198853,-2.0724945
437,1.8208333,-0.14715576,-0.9259491
438,1.825,-0.29162598,0.88417053
439,1.8291667,-0.3489685,2.7893066
440,1.8333334,-0.08053589,3.354309
441,1.8375,0.06591797,3.3330994
442,1.8416667,-0.2861023,0.21806335
443,1.8458333,-0.22570801,0.18997192
444,1.85,-0.18710327,-1.3985596
445,1.8541666,0.24520874,-2.363037
446,1.8583333,0.18417358,-2.7404633
447,1.8625,0.096069336,-2.5606842
448,1.8666667,0.24319458,-2.0707703
449,1.8708333,-0.07421875,-0.960083
450,1.875,-0.27020264,0.9484863
451,1.8791667,-0.39743042,2.8372192
452,1.8833333,0.014709473,3.777298
453,1.8875,0.23580933,3.4221344
454,1.8916667,0.106048584,1.870758
455,1.8958334,0.2078247,0.071624756
456,1.9,-0.0057678223,0.06384277
457,1.9041667,0.31018066,-2.328125
458,1.9083333,0.29278564,-2.6868744
459,1.9125,0.2741394,-2.4573212
460,1.9166666,0.044708252,-2.0339355
461,1.9208333,-0.41433716,-0.92108154
462,1.925,-0.44989014,0.9743042
463,1.9291667,-0.58395386,2.8382416
464,1.9333333,-0.35165405,3.6890564
465,1.9375,-0.19534302,3.2231293
466,1.9416667,0.026947021,1.7180786
467,1.9458333,0.07620239,0.031433105
468,1.95,-0.18945312,-1.4554138
469,1.9541667,0.1748352,-2.4067993
470,1.9583334,0.22827148,-2.3966675
471,1.9625,0.23754883,-2.4596863
472,1.9666667,0.14138794,-2.4862518
473,1.9708333,-0.20779419,-0.7408905
474,1.975,-0.26589966,-0.72732544
475,1.9791666,-0.6121826,2.938675
476,1.9833333,-0.15249634,3.7021942
477,1.9875,-0.16497803,3.3111115
478,1.9916667,0.20672607,1.8092041
479,1.9958333,0.032836914,0.03314209
480,2.0,0.18588257,-1.5135956
481,2.0041666,0.20974731,-2.4947357
482,2.0083334,0.17492676,-2.8005219
483,2.0125,0.18609619,-2.6883698
484,2.0166667,0.22183228,-1.965683
485,2.0208333,0.0152282715,-0.7950287
486,2.025,-0.32214355,0.9727936
487,2.0291667,-0.32785034,1.0123444
488,2.0333333,-0.16104126,3.5881195
489,2.0375,0.10708618,3.140747
490,2.0416667,0.0977478,3.140854
491,2.0458333,0.16662598,-0.09068298
492,2.05,0.18148804,-1.4776764
493,2.0541666,0.2989807,-2.6003723
494,2.0583334,0.046966553,-2.8949738
495,2.0625,0.1269226,-2.6622314
496,2.0666666,0.099823,-2.1033173
497,2.0708334,-0.19973755,-0.82450867
498,2.075,-0.32476807,1.0796967
499,2.0791667,-0.37261963,2.9036407
500,2.0833333,0.10458374,3.6199799
501,2.0875,-0.0113220215,3.1036377
502,2.0916667,0.3904419,1.5450287
503,2.0958333,0.084869385,-1.5563354
504,2.1,0.117492676,-1.5658417
505,2.1041667,0.4131775,-2.7676697
506,2.1083333,0.35894775,-2.7291107
507,2.1125,0.51968384,-2.5692902
508,2.1166666,0.22640991,-2.0285187
509,2.1208334,0.13128662,-0.8189392
510,2.125,-0.16757202,1.091629
511,2.1291666,-0.3911438,2.933487
512,2.1333334,-0.0018005371,3.7183685
513,2.1375,-0.21762085,2.9633179
514,2.1416667,0.3444214,1.5617065
515,2.1458333,0.18743896,-0.1795044
516,2.15,0.3529663,-1.6822052
517,2.1541667,0.40426636,-2.5295563
518,2.1583333,0.22970581,-2.5311432
519,2.1625,0.1312561,-2.5411224
520,2.1666667,0.19247437,-1.9637299
521,2.1708333,-0.4019165,1.2756805
522,2.175,-0.33984375,1.2801514
523,2.1791666,-0.34143066,3.1001587
524,2.1833334,0.055511475,3.7582092
525,2.1875,-0.2723999,3.0727997
526,2.1916666,0.04324341,1.4956512
527,2.1958334,0.09988403,-0.2601776
528,2.2,0.007659912,-1.6057281
529,2.2041667,0.21438599,-2.5254364
530,2.2083333,0.0056762695,-2.7368622
531,2.2125,0.20211792,-2.49234
532,2.2166667,0.088134766,-1.8700562
533,2.2208333,0.15875244,-0.5084686
534,2.225,-0.2614746,1.3675232
535,2.2291667,-0.22128296,1.3714142
536,2.2333333,-0.15240479,3.7408447
537,2.2375,-0.096221924,3.0758514
538,2.2416666,0.2579651,1.3900604
539,2.2458334,0.3768921,-0.31881714
540,2.25,-0.0025939941,-1.6904144
541,2.2541666,0.26611328,-2.574646
542,2.2583334,0.32305908,-2.7837372
543,2.2625,0.23892212,-2.5749054
544,2.2666667,0.28442383,-1.8588715
545,2.2708333,0.2906189,-0.47477722
546,2.275,-0.12286377,1.3072205
547,2.2791667,-0.21853638,1.3599854
548,2.2833333,0.0395813,3.7135162
549,2.2875,-0.41470337,2.9503784
550,2.2916667,-0.41046143,2.9514465
551,2.2958333,0.38513184,-0.392807
552,2.3,0.2850647,-1.8288727
553,2.3041666,0.06918335,-2.5250397
554,2.3083334,0.1439209,-2.8213348
555,2.3125,0.1390686,-2.54805
556,2.3166666,0.031188965,-1.8505859
557,2.3208334,-0.11959839,-0.40283203
558,2.325,-0.33947754,1.4677124
559,2.3291667,-0.3345642,3.1188354
560,2.3333333,-0.1288147,3.7445679
561,2.3375,-0.36108398,3.0048065
562,2.3416667,-0.36108398,3.0048065
563,2.3458333,0.24307251,-0.40481567
564,2.35,0.30325317,-0.42852783
565,2.3541667,0.11190796,-2.5173187
566,2.3583333,0.16738892,-2.7095032
567,2.3625,0.07015991,-2.484085
568,2.3666666,-0.14389038,-1.7750092
569,2.3708334,-0.2383728,-0.29660034
570,2.375,-0.2999878,1.5297241
571,2.3791666,-0.1713562,3.2109528
572,2.3833334,-0.16305542,3.7221375
573,2.3875,-0.45977783,2.9525604
574,2.3916667,-0.09164429,1.2270508
575,2.3958333,0.114990234,-0.510849
576,2.4,-0.113708496,-1.9402466
577,2.4041667,-0.025726318,-2.5714417
578,2.4083333,0.088775635,-2.570633
579,2.4125,0.068359375,-2.548767
580,2.4166667,-0.17016602,-1.7601624
581,2.4208333,-0.19909668,-1.7528381
582,2.425,0.17156982,1.5877686
583,2.4291666,-0.21438599,3.2664642
584,2.4333334,-0.08679199,3.7358856
585,2.4375,-0.30447388,2.9132538
586,2.4416666,0.22720337,1.2904358
587,2.4458334,0.29266357,-0.548172
588,2.45,0.032104492,-1.9803162
589,2.4541667,0.09686279,-2.510498
590,2.4583333,-0.029327393,-2.6707458
591,2.4625,0.07092285,-2.4661407
592,2.4666667,-0.02746582,-1.7162018
593,2.4708333,-0.10726929,-0.15963745
594,2.475,-0.12597656,-0.16040039
595,2.4791667,-0.0043640137,3.285324
596,2.4833333,0.20861816,3.6524048
597,2.4875,-0.513855,2.8271027
598,2.4916666,-0.059295654,1.1796722
599,2.4958334,0.08508301,-0.67752075
600,2.5,-0.08807373,-2.688324
601,2.5041666,-0.10089111,-2.723648
602,2.5083334,0.023345947,-2.7855377
603,2.5125,0.06314087,-2.5441437
604,2.5166667,-0.51828,-1.6787262
605,2.5208333,0.19528198,-0.12976074
606,2.525,-0.080718994,1.7279205
607,2.5291667,0.080566406,3.2685852
608,2.5333333,-0.014984131,3.6228027
609,2.5375,-0.2866211,2.7901306
610,2.5416667,-0.22244263,1.0617981
611,2.5458333,-0.22244263,1.0617981
612,2.55,0.21710205,-2.1228943
613,2.5541666,0.14050293,-2.7185516
614,2.5583334,-0.021972656,-2.8697357
615,2.5625,0.071502686,-2.5618439
616,2.5666666,0.05090332,-1.7653809
617,2.5708334,0.18103027,-0.14161682
618,2.575,0.3137207,1.767746
619,2.5791667,-0.024017334,3.2689514
620,2.5833333,0.119659424,3.666397
621,2.5875,-0.05307007,2.7360535
622,2.5916667,0.055908203,1.0906525
623,2.5958333,0.44256592,-0.7197876
624,2.6,0.45620728,-0.7083435
625,2.6041667,0.20275879,-2.686386
626,2.6083333,0.20257568,-2.6997986
627,2.6125,0.21643066,-2.463623
628,2.6166666,0.3791504,-1.6093597
629,2.6208334,0.045043945,-0.0019073486
630,2.625,0.2642212,1.9792938
631,2.6291666,0.24588013,3.3986206
632,2.6333334,0.20574951,3.5775452
633,2.6375,-0.4333496,2.6723328
634,2.6416667,-0.31365967,0.97114563
635,2.6458333,-0.048583984,-0.8127289
636,2.65,0.20788574,-2.2395935
637,2.6541667,0.025177002,-2.6887665
638,2.6583333,0.002319336,-2.6998596
639,2.6625,0.0748291,-2.7084808
640,2.6666667,-0.4414978,-1.6513824
641,2.6708333,-0.24163818,-1.7041931
642,2.675,-0.16168213,1.9309082
643,2.6791666,-0.21325684,3.3198547
644,2.6833334,0.007171631,3.5392609
645,2.6875,-0.11013794,2.5254364
646,2.6916666,-0.23999023,0.81840515
647,2.6958334,-0.15228271,0.80133057
648,2.7,0.3017273,-2.2968597
649,2.7041667,0.02368164,-2.7710419
650,2.7083333,-0.037017822,-2.7534027
651,2.7125,0.15484619,-2.5074463
652,2.7166667,-0.2954712,-1.7411499
653,2.7208333,-0.17422485,0.08963013
654,2.725,-0.16055298,2.0715027
655,2.7291667,-0.19876099,3.2835083
656,2.7333333,-0.2657776,3.2812653
657,2.7375,-0.29681396,2.4297333
658,2.7416666,-0.37789917,0.7688446
659,2.7458334,-0.3843689,0.75205994
660,2.75,0.23309326,-2.3088531
661,2.7541666,-0.0793457,-2.8500214
662,2.7583334,-0.17059326,-2.8566895
663,2.7625,0.08685303,-2.4753113
664,2.7666667,0.12911987,-1.5500641
665,2.7708333,-0.20965576,0.17256165
666,2.775,-0.15948486,2.1766205
667,2.7791667,-0.078826904,3.466034
668,2.7833333,-0.035583496,3.5149536
669,2.7875,-0.31863403,2.504181
670,2.7916667,-0.29058838,2.4719086
671,2.7958333,0.20367432,-0.9208832
672,2.8,0.20968628,-0.8834076
673,2.8041666,0.37911987,-2.8179932
674,2.8083334,0.36297607,-2.7797546
