-15.383421507715354437,-16.232142761330408121,-14.358685698078829773,-15.661382932386004541,-15.528977451384889719
-15.776695255899852555,-16.757052172173530380,-14.707623111826933382,-16.177142864422876301,-16.036841002712890258
-15.962831087177931977,-16.851868083950819255,-14.974893476553347682,-16.320127408511439171,-16.097310652140095044
-15.710481444946708507,-16.315885411108695280,-14.596420004198421339,-15.799443930626580368,-15.706453495389496311
-15.485229559726718662,-16.254061265710163298,-14.474306345044396949,-15.616417115259423554,-15.393382440602181305
-15.091942669518488174,-15.765362144792220533,-14.109854138652167421,-15.234887113609602238,-15.073303166199821135
-15.288550763554866307,-16.009360373172455638,-14.159007652437821889,-15.512259211117793711,-15.316437332543273442
-15.807599253298832309,-16.591570107127893152,-14.815803670113609769,-16.214520857245361185,-15.939780543199276508
-15.785834599070170725,-16.612896934867478649,-14.954370994476903434,-16.101488993836142072,-16.014251306444521106
-15.764193166002911539,-16.422216257076854617,-14.685137694084573923,-15.960458552171076008,-15.683346862288090051
-15.384859366696474581,-16.106844412710927372,-14.441107138297638812,-15.489231515858250532,-15.322824191771360347
-15.270582049956772153,-15.875805899879935623,-14.212630166628628103,-15.309056036112679067,-15.124674842024205645
-14.874855663894919644,-15.994280592137556596,-14.189827201604657603,-15.412187339786214579,-15.265412589673587718
-15.840306834550204940,-16.782584352050662346,-14.794290350946880608,-16.147567199289255768,-16.003966620897472239
-16.120171393556262274,-16.866392227641142654,-14.877763612384796943,-16.295277148101718012,-16.060242917898676751
-15.924158931731341227,-16.655776153720978527,-14.795205566969912070,-16.079021682665484150,-15.827227745478239740
-15.607163141759002656,-16.293414282867502152,-14.472388725423911637,-15.524029142345057153,-15.293063606699433876
-15.485902499916022634,-16.121756465965233929,-14.338980051455223474,-15.443201408115214690,-15.210370946988632568
-15.541662610907195585,-16.079045708826868122,-14.268288826319690088,-15.470257371142338343,-15.287389483209608443
-16.138055205180648954,-16.657679948856582541,-14.731279600216112158,-16.186581752736287854,-15.934384486126646152
-16.228073819751870133,-16.858646521502919313,-14.980861998751151987,-16.300560070477558838,-16.066939616929403201
-15.951059994169582978,-16.603203407921512280,-14.624321149217053062,-15.959098262227826126,-15.771181521275821069
-15.712766260492287529,-16.384121103795337149,-14.434688403643463062,-15.657876858371082562,-15.402985968439679709
-15.615152690627439824,-16.145516710073877675,-14.320362280255153564,-15.468874458037703334,-15.232188436923252084
-15.573080913693473804,-16.182933128771367137,-14.346584414008702879,-15.601363184280671703,-15.295008508767978128
-15.834546258371489103,-16.752464464519391640,-14.700800301922186009,-16.078617696435458129,-15.874601460924395724
-16.052178429704696327,-16.876465348779504438,-14.742027583007143221,-16.208016458087058709,-15.973869693024653316
-15.814806570497324856,-16.501535408790289239,-14.536306965519656842,-15.854791389846923266,-15.765669089427774452
-15.659882573513726811,-16.377750524459258941,-14.532103938984846536,-15.664481851800246659,-15.435525176239252687
-15.503103635959718076,-16.345275077520796003,-14.480858890292893193,-15.588186836930503887,-15.307810968758985837
-15.479169726308867894,-16.286952565307785790,-14.499891499449063303,-15.585918159304583241,-15.357894590749538111
-16.030259003832185272,-16.832292181394848285,-14.851656142151341555,-16.304807663464430334,-16.005540166341461372
-15.990366388464252623,-16.867118423906333646,-14.848746695036425081,-16.260719581605144413,-16.010675036169232044
-15.746371213743799444,-16.529480603908325520,-14.687268205909617791,-15.803368823323467041,-15.694958058763631925
-15.648996580430065251,-16.270408480282583241,-14.520694351147767520,-15.545921541007032829,-15.423993842585559833
-15.524840987169795881,-16.049787956220939122,-14.481534755354800836,-15.392659880085716395,-15.206230826664750566
-15.525320857857280998,-16.212762739401000545,-14.545589445327436806,-15.592993453218014110,-15.338898399533263728
-15.852018246116813316,-16.556061894115487121,-14.595328412469370960,-16.006932844381822179,-15.814318943644366300
-16.048684680726154284,-16.848845477124370973,-14.987918108733651934,-16.286654578981028862,-16.005688327875077448
-15.744830918835901912,-16.567603987030167900,-14.780637574478532770,-15.910286437632407797,-15.706955172316384051
-15.482317215664210153,-16.231435929681424568,-14.386046544911778255,-15.500304779385828624,-15.311331739237630245
-15.238241028053579385,-15.845736514567590802,-14.283335903410034007,-15.345857756342297762,-15.034747226469562520
-15.780114382667107975,-16.361377653059150816,-14.603526430591273311,-15.738374963573960486,-15.473170347391260293
-16.136053921324815974,-16.701756870398980936,-14.911293607584980236,-16.222738783841805343,-15.991479049885583663
-16.090580834877215466,-16.940152302542344387,-15.080893280089071595,-16.426290673646121832,-16.161853098861001854
-15.938386540268538738,-16.745584893310763164,-15.006642197546170792,-16.165194196560037199,-15.987845974877245681
-15.621425481413211855,-16.256539622266302558,-117.326237630395212364,-15.663862332205667371,-15.399968112235910667
-15.402285014282171005,-15.910644401745514642,-14.330394362401989383,-15.322037969338907715,-15.130504127364474698
-15.603152787735069751,-16.193396481393278918,-14.438722387133793745,-15.594637897114694169,-15.436158373349599060
-15.669582630019220915,-16.586035616734250198,-14.905144352104912286,-16.197025143862333607,-16.025345432654830802
-16.123199564646569115,-16.905999607507851579,-15.076990273397427700,-16.325948202527001740,-16.124745732453902747
-15.851538814090019969,-16.637170425593183154,-14.887049008143208084,-16.045683439975277906,-15.852686908924397358
-15.626853105114292930,-16.317233872093765967,-14.653408121669826869,-15.687599843186717408,-15.511048096214153702
-15.161836592289773762,-15.892306460898964815,-14.192672106497752793,-15.270984281350365563,-15.092860080996842953
-15.398378984545075809,-16.257145055705052528,-14.532334619683183519,-15.565597109927921338,-15.414206037258963988
-15.735945688099974404,-16.469729551202078710,-14.779413366595008483,-15.932920875229456215,-15.729504767939033627
-16.003102509894318928,-16.908658827132114766,-15.007799686350949742,-16.314446704264355503,-16.095034876508179877
-15.906364180319343404,-16.650071962205231557,-14.830071706712260493,-16.006425935107813530,-15.891344421317626256
-15.679676651332158599,-16.487255718986205011,-14.549572576710943395,-15.674739218454533329,-15.559862654118887804
-15.487221389923149673,-16.190525203280287769,-14.421583971242625921,-15.437467259440495582,-15.242818827472774501
-15.411362740733778764,-16.223547599389064544,-14.457759529664940601,-15.616337622459127488,-15.544279950640429888
-15.872982339944712749,-16.728237673055218693,-14.852928370513950540,-16.111440792272105682,-15.912243441817963685
